Element;Categorie;Sous_categorie;Phase;Propriété;IFC_Reference;Revit_Param;Requis
Mur;Informations alphanumériques;Niveau objet;APD;Statut de rénovation (Archicad) ;Pset_WallCommon.Status;-;Oui
Mur;Informations alphanumériques;Niveau objet;PDE;Statut de rénovation (Archicad) ;Pset_WallCommon.Status;-;Oui
Mur;Informations alphanumériques;Niveau objet;EXE;Statut de rénovation (Archicad) ;Pset_WallCommon.Status;-;Oui
Mur;Informations alphanumériques;Niveau objet;EXP;Statut de rénovation (Archicad) ;Pset_WallCommon.Status;-;Oui
Mur;Informations alphanumériques;Niveau objet;APS;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Mur;Informations alphanumériques;Niveau objet;APD;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Mur;Informations alphanumériques;Niveau objet;PDE;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Mur;Informations alphanumériques;Niveau objet;EXE;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Mur;Informations alphanumériques;Niveau objet;EXP;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Mur;Informations alphanumériques;Niveau objet;APD;Type IFC ;IfcWallType.PredefinedType;Type IFC Predefined Type;Oui
Mur;Informations alphanumériques;Niveau objet;PDE;Type IFC ;IfcWallType.PredefinedType;Type IFC Predefined Type;Oui
Mur;Informations alphanumériques;Niveau objet;EXE;Type IFC ;IfcWallType.PredefinedType;Type IFC Predefined Type;Oui
Mur;Informations alphanumériques;Niveau objet;EXP;Type IFC ;IfcWallType.PredefinedType;Type IFC Predefined Type;Oui
Mur;Informations alphanumériques;Niveau objet;APD;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Mur;Informations alphanumériques;Niveau objet;PDE;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Mur;Informations alphanumériques;Niveau objet;EXE;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Mur;Informations alphanumériques;Niveau objet;EXP;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Mur;Informations alphanumériques;Niveau objet;APS;Nom objet ;IfcRoot.Name;IfcName;Oui
Mur;Informations alphanumériques;Niveau objet;APD;Nom objet ;IfcRoot.Name;IfcName;Oui
Mur;Informations alphanumériques;Niveau objet;PDE;Nom objet ;IfcRoot.Name;IfcName;Oui
Mur;Informations alphanumériques;Niveau objet;EXE;Nom objet ;IfcRoot.Name;IfcName;Oui
Mur;Informations alphanumériques;Niveau objet;EXP;Nom objet ;IfcRoot.Name;IfcName;Oui
Mur;Informations alphanumériques;Niveau objet;APD;Identifiant numérique ;IfcElement.Tag;à voir à l'export;Oui
Mur;Informations alphanumériques;Niveau objet;APS;Statut ;ePset_WallCommon.Status;Phase Created;Oui
Mur;Informations alphanumériques;Niveau objet;APD;Statut ;ePset_WallCommon.Status;Phase Created;Oui
Mur;Informations alphanumériques;Niveau objet;PDE;Statut ;ePset_WallCommon.Status;Phase Created;Oui
Mur;Informations alphanumériques;Niveau objet;EXE;Statut ;ePset_WallCommon.Status;Phase Created;Oui
Mur;Informations alphanumériques;Niveau objet;EXP;Statut ;ePset_WallCommon.Status;Phase Created;Oui
Mur;Informations alphanumériques;Niveau matériau;APD;Materiau ;IfcMaterial;[not manageable];Oui
Mur;Informations alphanumériques;Niveau matériau;PDE;Materiau ;IfcMaterial;[not manageable];Oui
Mur;Informations alphanumériques;Niveau matériau;EXE;Materiau ;IfcMaterial;[not manageable];Oui
Mur;Informations alphanumériques;Niveau matériau;EXP;Materiau ;IfcMaterial;[not manageable];Oui
Mur;Documentation;Descriptifs;APS;Principe constructif;;;Oui
Mur;Documentation;Descriptifs;APD;Principe constructif;;;Oui
Mur;Documentation;Descriptifs;APD;Prédimensionnement;;;Oui
Mur;Documentation;Maintenance et fiches techniques;EXE;Fiche technique;;;Oui
Mur;Documentation;Maintenance et fiches techniques;EXP;Fiche technique;;;Oui
Mur;Documentation;Plans et schémas;PDE;Plan de coffrage;;;Oui
Mur;Documentation;Plans et schémas;EXE;Plan de coffrage;;;Oui
Mur;Documentation;Plans et schémas;EXP;Plan de coffrage;;;Oui
Mur;Documentation;Plans et schémas;PDE;Plan de calepinage;;;Oui
Mur;Documentation;Plans et schémas;EXE;Plan de calepinage;;;Oui
Mur;Documentation;Plans et schémas;EXP;Plan de calepinage;;;Oui
Mur;Documentation;Plans et schémas;PDE;Plan joints de dilatation;;;Oui
Mur;Documentation;Plans et schémas;EXE;Plan joints de dilatation;;;Oui
Mur;Documentation;Plans et schémas;EXP;Plan joints de dilatation;;;Oui
Mur;Documentation;Plans et schémas;PDE;Détail d'exécution;;;Oui
Mur;Documentation;Plans et schémas;EXE;Détail d'exécution;;;Oui
Mur;Documentation;Plans et schémas;EXP;Détail d'exécution;;;Oui
Mur;Documentation;Plans et schémas;EXE;Plan de ferraillage;;;Oui
Mur;Documentation;Plans et schémas;EXP;Plan de ferraillage;;;Oui
Mur;Documentation;Plans et schémas;APD;Performances à atteindre;;;Oui
Mur;Documentation;Plans et schémas;PDE;Performances à atteindre;;;Oui
Mur;Documentation;Plans et schémas;EXE;Performances à atteindre;;;Oui
Mur;Documentation;Plans et schémas;EXP;Performances à atteindre;;;Oui
Mur;Documentation;Plans et schémas;APD;Rapport energétique;;;Oui
Mur;Documentation;Plans et schémas;PDE;Rapport energétique;;;Oui
Mur;Documentation;Plans et schémas;EXE;Rapport energétique;;;Oui
Mur;Documentation;Plans et schémas;EXP;Rapport energétique;;;Oui
Mur;Documentation;Plans et schémas;PDE;Rapport stabilité;;;Oui
Mur;Documentation;Plans et schémas;EXE;Rapport stabilité;;;Oui
Mur;Documentation;Plans et schémas;EXP;Rapport stabilité;;;Oui
Mur;Documentation;Plans et schémas;EXE;Déclaration de performance environnementale;;;Oui
Mur;Classification;Uniformat II 2010;Toutes;"A1010.10 – Wall Foundations (Foundation walls)
A1020.30 Special Foundation Walls
A2010 Walls for Subgrade EnclosuresA4030 - Slab Trenches
B2010 Exterior WallsB2080.50 – Exterior Balcony Walls and Railings
B2090 – Exterior Wall Specialties
C1010 – Partitions
C2010 – Wall Finishes
F1020 – Special Structure";;;Oui
Mur;Classification;DIN276;Toutes;"312 – Umschließung
331 – Tragende Außenwände
335 – Außenwändbekleidungen, Außen
336 – Außenwändbekleidungen, Innen
332 – Nichttragende Außenwände
341 – Tragende Innenwände
342 – Nichttragende Innenwände
345 – Innenwändbekleidungen
346 – Elementierte Innenwandkonstruktionen";;;Oui
Mur rideau;Classe et type IFC;Types IFC;Toutes;Mur rideau;IfcCurtainWall.NOTDEFINED;Walls [BIMids Classification:Wall];Oui
Mur rideau;Classe et type IFC;Types IFC;Toutes;Verrière;IfcCurtainWall.NOTDEFINED;Walls [BIMids Classification:Wall];Oui
Mur rideau;Classe et type IFC;Types IFC;Toutes;Veranda;IfcCurtainWall.NOTDEFINED;Walls [BIMids Classification:Wall];Oui
Mur rideau;Géométrie;Exigences minima;APD;Profils, menuiseries et vitrage;;;Oui
Mur rideau;Géométrie;Exigences minima;PDE;Profils, menuiseries et vitrage;;;Oui
Mur rideau;Géométrie;Exigences minima;EXE;Profils, menuiseries et vitrage;;;Oui
Mur rideau;Géométrie;Exigences minima;EXP;Profils, menuiseries et vitrage;;;Oui
Mur rideau;Informations alphanumériques;Niveau objet;APS;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Mur rideau;Informations alphanumériques;Niveau objet;APD;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Mur rideau;Informations alphanumériques;Niveau objet;PDE;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Mur rideau;Informations alphanumériques;Niveau objet;EXE;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Mur rideau;Informations alphanumériques;Niveau objet;EXP;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Mur rideau;Informations alphanumériques;Niveau objet;APD;Type IFC ;IfcCurtainWallType.PredefinedType;Type IFC Predefined Type;Oui
Mur rideau;Informations alphanumériques;Niveau objet;PDE;Type IFC ;IfcCurtainWallType.PredefinedType;Type IFC Predefined Type;Oui
Mur rideau;Informations alphanumériques;Niveau objet;EXE;Type IFC ;IfcCurtainWallType.PredefinedType;Type IFC Predefined Type;Oui
Mur rideau;Informations alphanumériques;Niveau objet;EXP;Type IFC ;IfcCurtainWallType.PredefinedType;Type IFC Predefined Type;Oui
Mur rideau;Informations alphanumériques;Niveau objet;APD;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Mur rideau;Informations alphanumériques;Niveau objet;PDE;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Mur rideau;Informations alphanumériques;Niveau objet;EXE;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Mur rideau;Informations alphanumériques;Niveau objet;EXP;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Mur rideau;Informations alphanumériques;Niveau objet;APS;Nom objet ;IfcRoot.Name;IfcName;Oui
Mur rideau;Informations alphanumériques;Niveau objet;APD;Nom objet ;IfcRoot.Name;IfcName;Oui
Mur rideau;Informations alphanumériques;Niveau objet;PDE;Nom objet ;IfcRoot.Name;IfcName;Oui
Mur rideau;Informations alphanumériques;Niveau objet;EXE;Nom objet ;IfcRoot.Name;IfcName;Oui
Mur rideau;Informations alphanumériques;Niveau objet;EXP;Nom objet ;IfcRoot.Name;IfcName;Oui
Mur rideau;Informations alphanumériques;Niveau objet;APS;Statut ;ePset_CurtainWallCommon.Status;Phase Created;Oui
Mur rideau;Informations alphanumériques;Niveau objet;APD;Statut ;ePset_CurtainWallCommon.Status;Phase Created;Oui
Mur rideau;Informations alphanumériques;Niveau objet;PDE;Statut ;ePset_CurtainWallCommon.Status;Phase Created;Oui
Mur rideau;Informations alphanumériques;Niveau objet;EXE;Statut ;ePset_CurtainWallCommon.Status;Phase Created;Oui
Mur rideau;Informations alphanumériques;Niveau objet;EXP;Statut ;ePset_CurtainWallCommon.Status;Phase Created;Oui
Mur rideau;Informations alphanumériques;Niveau matériau;APD;Materiau ;IfcMaterial;[not manageable];Oui
Mur rideau;Informations alphanumériques;Niveau matériau;PDE;Materiau ;IfcMaterial;[not manageable];Oui
Mur rideau;Informations alphanumériques;Niveau matériau;EXE;Materiau ;IfcMaterial;[not manageable];Oui
Mur rideau;Informations alphanumériques;Niveau matériau;EXP;Materiau ;IfcMaterial;[not manageable];Oui
Mur rideau;Documentation;Descriptifs;APD;Principe constructif;;;Oui
Mur rideau;Documentation;Maintenance et fiches techniques;EXE;Fiche technique;;;Oui
Mur rideau;Documentation;Maintenance et fiches techniques;EXP;Fiche technique;;;Oui
Mur rideau;Documentation;Plans et schémas;PDE;Plan de calepinage;;;Oui
Mur rideau;Documentation;Plans et schémas;EXE;Plan de calepinage;;;Oui
Mur rideau;Documentation;Plans et schémas;EXP;Plan de calepinage;;;Oui
Mur rideau;Documentation;Plans et schémas;PDE;Plan joints de dilatation;;;Oui
Mur rideau;Documentation;Plans et schémas;EXE;Plan joints de dilatation;;;Oui
Mur rideau;Documentation;Plans et schémas;EXP;Plan joints de dilatation;;;Oui
Mur rideau;Documentation;Plans et schémas;PDE;Détail d'exécution;;;Oui
Mur rideau;Documentation;Plans et schémas;EXE;Détail d'exécution;;;Oui
Mur rideau;Documentation;Plans et schémas;EXP;Détail d'exécution;;;Oui
Mur rideau;Documentation;Plans et schémas;APD;Performances à atteindre;;;Oui
Mur rideau;Documentation;Plans et schémas;PDE;Performances à atteindre;;;Oui
Mur rideau;Documentation;Plans et schémas;EXE;Performances à atteindre;;;Oui
Mur rideau;Documentation;Plans et schémas;EXP;Performances à atteindre;;;Oui
Mur rideau;Documentation;Plans et schémas;APD;Rapport energétique;;;Oui
Mur rideau;Documentation;Plans et schémas;PDE;Rapport energétique;;;Oui
Mur rideau;Documentation;Plans et schémas;EXE;Rapport energétique;;;Oui
Mur rideau;Documentation;Plans et schémas;EXP;Rapport energétique;;;Oui
Mur rideau;Documentation;Plans et schémas;EXE;Déclaration de performance environnementale;;;Oui
Mur rideau;Classification;Uniformat II 2010;Toutes;B2010.40 – Fabricated Exterior Walls Assemblies;;;Oui
Mur rideau;Classification;DIN276;Toutes;337 – Elementierte Außenwandkonstruktionen;;;Oui
Ouverture;Classe et type IFC;Types IFC;Toutes;Ouverture pour techniques;IfcOpeningElement;Mass;Oui
Ouverture;Informations alphanumériques;Niveau objet;APS;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Ouverture;Informations alphanumériques;Niveau objet;APD;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Ouverture;Informations alphanumériques;Niveau objet;PDE;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Ouverture;Informations alphanumériques;Niveau objet;EXE;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Ouverture;Informations alphanumériques;Niveau objet;EXP;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Ouverture;Informations alphanumériques;Niveau objet;APD;Type IFC ;IfcOpeningElement.PredefinedType;Type IFC Predefined Type;Oui
Ouverture;Informations alphanumériques;Niveau objet;PDE;Type IFC ;IfcOpeningElement.PredefinedType;Type IFC Predefined Type;Oui
Ouverture;Informations alphanumériques;Niveau objet;EXE;Type IFC ;IfcOpeningElement.PredefinedType;Type IFC Predefined Type;Oui
Ouverture;Informations alphanumériques;Niveau objet;EXP;Type IFC ;IfcOpeningElement.PredefinedType;Type IFC Predefined Type;Oui
Ouverture;Informations alphanumériques;Niveau objet;APD;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Ouverture;Informations alphanumériques;Niveau objet;PDE;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Ouverture;Informations alphanumériques;Niveau objet;EXE;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Ouverture;Informations alphanumériques;Niveau objet;EXP;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Ouverture;Informations alphanumériques;Niveau objet;APS;Nom objet ;IfcRoot.Name;IfcName;Oui
Ouverture;Informations alphanumériques;Niveau objet;APD;Nom objet ;IfcRoot.Name;IfcName;Oui
Ouverture;Informations alphanumériques;Niveau objet;PDE;Nom objet ;IfcRoot.Name;IfcName;Oui
Ouverture;Informations alphanumériques;Niveau objet;EXE;Nom objet ;IfcRoot.Name;IfcName;Oui
Ouverture;Informations alphanumériques;Niveau objet;EXP;Nom objet ;IfcRoot.Name;IfcName;Oui
Ouverture;Documentation;Plans et schémas;PDE;Détail d'exécution;;;Oui
Ouverture;Documentation;Plans et schémas;EXE;Détail d'exécution;;;Oui
Ouverture;Documentation;Plans et schémas;EXP;Détail d'exécution;;;Oui
Panneau de gestion;Classe et type IFC;Types IFC;Toutes;Panneau de gestion;IfcDistributionControlElement;Data Devices [BIMids Classification:Management panel];Oui
Panneau de gestion;Classe et type IFC;Types IFC;Toutes;Centrale incendie;IfcDistributionControlElement;Data Devices [BIMids Classification:Management panel];Oui
Panneau de gestion;Classe et type IFC;Types IFC;Toutes;Centrale d'alarme;IfcDistributionControlElement;Data Devices [BIMids Classification:Management panel];Oui
Panneau de gestion;Informations alphanumériques;Niveau objet;APD;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Panneau de gestion;Informations alphanumériques;Niveau objet;PDE;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Panneau de gestion;Informations alphanumériques;Niveau objet;EXE;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Panneau de gestion;Informations alphanumériques;Niveau objet;EXP;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Panneau de gestion;Informations alphanumériques;Niveau objet;APD;Type IFC ;;Type IFC Predefined Type;Oui
Panneau de gestion;Informations alphanumériques;Niveau objet;PDE;Type IFC ;;Type IFC Predefined Type;Oui
Panneau de gestion;Informations alphanumériques;Niveau objet;EXE;Type IFC ;;Type IFC Predefined Type;Oui
Panneau de gestion;Informations alphanumériques;Niveau objet;EXP;Type IFC ;;Type IFC Predefined Type;Oui
Panneau de gestion;Informations alphanumériques;Niveau objet;APD;Type IFC personnalisé ;;Objecttype;Oui
Panneau de gestion;Informations alphanumériques;Niveau objet;PDE;Type IFC personnalisé ;;Objecttype;Oui
Panneau de gestion;Informations alphanumériques;Niveau objet;EXE;Type IFC personnalisé ;;Objecttype;Oui
Panneau de gestion;Informations alphanumériques;Niveau objet;EXP;Type IFC personnalisé ;;Objecttype;Oui
Panneau de gestion;Informations alphanumériques;Niveau objet;APD;Nom objet ;IfcRoot.Name;IfcName;Oui
Panneau de gestion;Informations alphanumériques;Niveau objet;PDE;Nom objet ;IfcRoot.Name;IfcName;Oui
Panneau de gestion;Informations alphanumériques;Niveau objet;EXE;Nom objet ;IfcRoot.Name;IfcName;Oui
Panneau de gestion;Informations alphanumériques;Niveau objet;EXP;Nom objet ;IfcRoot.Name;IfcName;Oui
Panneau de gestion;Informations alphanumériques;Niveau objet;APD;Statut ;ePset_DistributionControlElementTypeCommon.Status;Phase Created;Oui
Panneau de gestion;Informations alphanumériques;Niveau objet;PDE;Statut ;ePset_DistributionControlElementTypeCommon.Status;Phase Created;Oui
Panneau de gestion;Informations alphanumériques;Niveau objet;EXE;Statut ;ePset_DistributionControlElementTypeCommon.Status;Phase Created;Oui
Panneau de gestion;Informations alphanumériques;Niveau objet;EXP;Statut ;ePset_DistributionControlElementTypeCommon.Status;Phase Created;Oui
Panneau de gestion;Documentation;Descriptifs;APD;Prescriptions;;;Oui
Panneau de gestion;Documentation;Descriptifs;PDE;Prescriptions;;;Oui
Panneau de gestion;Documentation;Descriptifs;EXE;Prescriptions;;;Oui
Panneau de gestion;Documentation;Maintenance et fiches techniques;EXE;Fiche technique;;;Oui
Panneau de gestion;Documentation;Maintenance et fiches techniques;EXP;Fiche technique;;;Oui
Panneau de gestion;Documentation;Maintenance et fiches techniques;PDE;Protocole de communication;;;Oui
Panneau de gestion;Documentation;Maintenance et fiches techniques;EXE;Protocole de communication;;;Oui
Panneau de gestion;Documentation;Maintenance et fiches techniques;EXP;Protocole de communication;;;Oui
Panneau de gestion;Documentation;Maintenance et fiches techniques;EXE;Notice de montage;;;Oui
Panneau de gestion;Documentation;Maintenance et fiches techniques;EXP;Notice de montage;;;Oui
Panneau de gestion;Documentation;Maintenance et fiches techniques;EXE;Protocole de mesure;;;Oui
Panneau de gestion;Documentation;Maintenance et fiches techniques;EXP;Protocole de mesure;;;Oui
Panneau de gestion;Documentation;Maintenance et fiches techniques;EXE;Notice de maintenance;;;Oui
Panneau de gestion;Documentation;Maintenance et fiches techniques;EXP;Notice de maintenance;;;Oui
Panneau de gestion;Documentation;Maintenance et fiches techniques;EXE;Carnet d'entretien;;;Oui
Panneau de gestion;Documentation;Maintenance et fiches techniques;EXP;Carnet d'entretien;;;Oui
Panneau de gestion;Documentation;Plans et schémas;PDE;Schéma unifilaire;;;Oui
Panneau de gestion;Documentation;Plans et schémas;EXE;Schéma unifilaire;;;Oui
Panneau de gestion;Documentation;Plans et schémas;EXP;Schéma unifilaire;;;Oui
Panneau de gestion;Classification;Uniformat II 2010;Toutes;"D8010.10 – Integrated Automation Control of Equipment
D8010.20 – Integrated Automation Control of Conveying
Equipment
D8010.30 – Integrated Automation Control of Fire-Suppression
Systems
D8010.40 – Integrated Automation Control of Plumbing Systems
D8010.50 – Integrated Automation Control of HVAC Systems
D8010.60 – Integrated Automation Control of Electrical Systems
D8010.70 – Integrated Automation Control of Communication Systems
D8010.80 – Integrated Automation Control of Electronic Safety
and Security Systems
D8010.90 – Integrated Automation Supplementary Components";;;Oui
Panneau de gestion;Classification;DIN276;Toutes;KG 481 – Automationseinrichtungen;;;Oui
Panneau solaire;Classe et type IFC;Types IFC;Toutes;Panneau solaire;IfcEnergyConversionDevice;Mechanical Equipment [BIMids Classification:Solar panel];Oui
Panneau solaire;Classe et type IFC;Types IFC;Toutes;Capteur solaire thermique;IfcEnergyConversionDevice;Mechanical Equipment [BIMids Classification:Solar panel];Oui
Panneau solaire;Classe et type IFC;Types IFC;Toutes;Collecteur solaire;IfcEnergyConversionDevice;Mechanical Equipment [BIMids Classification:Solar panel];Oui
Panneau solaire;Classe et type IFC;Types IFC;Toutes;Module photovoltaïque;IfcEnergyConversionDevice;Mechanical Equipment [BIMids Classification:Solar panel];Oui
Panneau solaire;Classe et type IFC;Types IFC;Toutes;Panneau photovoltaïque;IfcEnergyConversionDevice;Mechanical Equipment [BIMids Classification:Solar panel];Oui
Panneau solaire;Classe et type IFC;Types IFC;Toutes;Panneau solaire hybride;IfcEnergyConversionDevice;Mechanical Equipment [BIMids Classification:Solar panel];Oui
Panneau solaire;Classe et type IFC;Types IFC;Toutes;Tracker;IfcEnergyConversionDevice;Mechanical Equipment [BIMids Classification:Solar panel];Oui
Panneau solaire;Informations alphanumériques;Niveau objet;APD;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Panneau solaire;Informations alphanumériques;Niveau objet;PDE;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Panneau solaire;Informations alphanumériques;Niveau objet;EXE;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Panneau solaire;Informations alphanumériques;Niveau objet;EXP;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Panneau solaire;Informations alphanumériques;Niveau objet;APD;Type IFC ;;Type IFC Predefined Type;Oui
Panneau solaire;Informations alphanumériques;Niveau objet;PDE;Type IFC ;;Type IFC Predefined Type;Oui
Panneau solaire;Informations alphanumériques;Niveau objet;EXE;Type IFC ;;Type IFC Predefined Type;Oui
Panneau solaire;Informations alphanumériques;Niveau objet;EXP;Type IFC ;;Type IFC Predefined Type;Oui
Panneau solaire;Informations alphanumériques;Niveau objet;APD;Type IFC personnalisé ;;Objecttype;Oui
Panneau solaire;Informations alphanumériques;Niveau objet;PDE;Type IFC personnalisé ;;Objecttype;Oui
Panneau solaire;Informations alphanumériques;Niveau objet;EXE;Type IFC personnalisé ;;Objecttype;Oui
Panneau solaire;Informations alphanumériques;Niveau objet;EXP;Type IFC personnalisé ;;Objecttype;Oui
Panneau solaire;Informations alphanumériques;Niveau objet;APD;Nom objet ;IfcRoot.Name;IfcName;Oui
Panneau solaire;Informations alphanumériques;Niveau objet;PDE;Nom objet ;IfcRoot.Name;IfcName;Oui
Panneau solaire;Informations alphanumériques;Niveau objet;EXE;Nom objet ;IfcRoot.Name;IfcName;Oui
Panneau solaire;Informations alphanumériques;Niveau objet;EXP;Nom objet ;IfcRoot.Name;IfcName;Oui
Panneau solaire;Informations alphanumériques;Niveau objet;APD;Statut ;ePset_EnergyConversionDeviceTypeCommon.Status;Phase Created;Oui
Panneau solaire;Informations alphanumériques;Niveau objet;PDE;Statut ;ePset_EnergyConversionDeviceTypeCommon.Status;Phase Created;Oui
Panneau solaire;Informations alphanumériques;Niveau objet;EXE;Statut ;ePset_EnergyConversionDeviceTypeCommon.Status;Phase Created;Oui
Panneau solaire;Informations alphanumériques;Niveau objet;EXP;Statut ;ePset_EnergyConversionDeviceTypeCommon.Status;Phase Created;Oui
Panneau solaire;Documentation;Descriptifs;APD;Prédimensionnement;;;Oui
Panneau solaire;Documentation;Descriptifs;PDE;Dimensionnement;;;Oui
Panneau solaire;Documentation;Descriptifs;EXE;Dimensionnement;;;Oui
Panneau solaire;Documentation;Descriptifs;EXP;Dimensionnement;;;Oui
Panneau solaire;Documentation;Descriptifs;APD;Prescriptions;;;Oui
Panneau solaire;Documentation;Descriptifs;PDE;Prescriptions;;;Oui
Panneau solaire;Documentation;Descriptifs;EXE;Prescriptions;;;Oui
Panneau solaire;Documentation;Maintenance et fiches techniques;EXE;Fiche technique;;;Oui
Panneau solaire;Documentation;Maintenance et fiches techniques;EXP;Fiche technique;;;Oui
Panneau solaire;Documentation;Maintenance et fiches techniques;PDE;Protocole de communication;;;Oui
Panneau solaire;Documentation;Maintenance et fiches techniques;EXE;Protocole de communication;;;Oui
Panneau solaire;Documentation;Maintenance et fiches techniques;EXP;Protocole de communication;;;Oui
Panneau solaire;Documentation;Maintenance et fiches techniques;EXE;Notice de montage;;;Oui
Panneau solaire;Documentation;Maintenance et fiches techniques;EXP;Notice de montage;;;Oui
Panneau solaire;Documentation;Maintenance et fiches techniques;EXE;Protocole de mesure;;;Oui
Panneau solaire;Documentation;Maintenance et fiches techniques;EXP;Protocole de mesure;;;Oui
Panneau solaire;Documentation;Maintenance et fiches techniques;EXE;Notice de maintenance;;;Oui
Panneau solaire;Documentation;Maintenance et fiches techniques;EXP;Notice de maintenance;;;Oui
Panneau solaire;Documentation;Maintenance et fiches techniques;EXE;Carnet d'entretien;;;Oui
Panneau solaire;Documentation;Maintenance et fiches techniques;EXP;Carnet d'entretien;;;Oui
Panneau solaire;Documentation;Plans et schémas;APD;Schéma d'emprise;;;Oui
Panneau solaire;Documentation;Plans et schémas;PDE;Schéma unifilaire;;;Oui
Panneau solaire;Documentation;Plans et schémas;EXE;Schéma unifilaire;;;Oui
Panneau solaire;Documentation;Plans et schémas;EXP;Schéma unifilaire;;;Oui
Panneau solaire;Documentation;Plans et schémas;APD;Performances à atteindre;;;Oui
Panneau solaire;Documentation;Plans et schémas;PDE;Performances à atteindre;;;Oui
Panneau solaire;Documentation;Plans et schémas;EXE;Performances à atteindre;;;Oui
Panneau solaire;Documentation;Plans et schémas;EXP;Performances à atteindre;;;Oui
Panneau solaire;Documentation;Plans et schémas;APD;Rapport energétique;;;Oui
Panneau solaire;Documentation;Plans et schémas;PDE;Rapport energétique;;;Oui
Panneau solaire;Documentation;Plans et schémas;EXE;Rapport energétique;;;Oui
Panneau solaire;Documentation;Plans et schémas;EXP;Rapport energétique;;;Oui
Panneau solaire;Classification;Uniformat II 2010;Toutes;"D3020.10 – Heat Generation
D5010.30 – Photovoltaic Collectors";;;Oui
Panneau solaire;Classification;DIN276;Toutes;"KG 421 – Wärmeerzeugunganlagen
KG 442 – Eigenstromversorgunganlagen
KG 475 – Prozesswärme-, kälte- und -luftanlagen";;;Oui
Parachèvement des murs;Classe et type IFC;Types IFC;Toutes;Bardage (métallique, cassette, pierre,etc.);IfcCovering.CLADDING;Walls [BIMids Classification:Wall finishing];Oui
Parachèvement des murs;Classe et type IFC;Types IFC;Toutes;Enduit (plâtre, argile, chaux, ciment,etc.);IfcCovering.CLADDING;Walls [BIMids Classification:Wall finishing];Oui
Parachèvement des murs;Classe et type IFC;Types IFC;Toutes;Revêtement en pierre (marbre, granit,etc.);IfcCovering.CLADDING;Walls [BIMids Classification:Wall finishing];Oui
Parachèvement des murs;Classe et type IFC;Types IFC;Toutes;Carrelage;IfcCovering.CLADDING;Walls [BIMids Classification:Wall finishing];Oui
Parachèvement des murs;Classe et type IFC;Types IFC;Toutes;Parement maçonné;IfcCovering.CLADDING;Walls [BIMids Classification:Wall finishing];Oui
Parachèvement des murs;Classe et type IFC;Types IFC;Toutes;Moquette;IfcCovering.CLADDING;Walls [BIMids Classification:Wall finishing];Oui
Parachèvement des murs;Classe et type IFC;Types IFC;Toutes;Tapis;IfcCovering.CLADDING;Walls [BIMids Classification:Wall finishing];Oui
Parachèvement des murs;Classe et type IFC;Types IFC;Toutes;Plaque de finition;IfcCovering.CLADDING;Walls [BIMids Classification:Wall finishing];Oui
Parachèvement des murs;Informations alphanumériques;Niveau objet;APS;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Parachèvement des murs;Informations alphanumériques;Niveau objet;APD;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Parachèvement des murs;Informations alphanumériques;Niveau objet;PDE;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Parachèvement des murs;Informations alphanumériques;Niveau objet;EXE;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Parachèvement des murs;Informations alphanumériques;Niveau objet;EXP;Classe IFC ;IFC Class;Export Type to IFC As;Oui
