Element;Categorie;Sous_categorie;Phase;Propriété;IFC_Reference;Revit_Param;Requis
Parachèvement des murs;Informations alphanumériques;Niveau objet;APD;Type IFC ;IfcCoveringType.PredefinedType;Type IFC Predefined Type;Oui
Parachèvement des murs;Informations alphanumériques;Niveau objet;PDE;Type IFC ;IfcCoveringType.PredefinedType;Type IFC Predefined Type;Oui
Parachèvement des murs;Informations alphanumériques;Niveau objet;EXE;Type IFC ;IfcCoveringType.PredefinedType;Type IFC Predefined Type;Oui
Parachèvement des murs;Informations alphanumériques;Niveau objet;EXP;Type IFC ;IfcCoveringType.PredefinedType;Type IFC Predefined Type;Oui
Parachèvement des murs;Informations alphanumériques;Niveau objet;APD;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Parachèvement des murs;Informations alphanumériques;Niveau objet;PDE;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Parachèvement des murs;Informations alphanumériques;Niveau objet;EXE;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Parachèvement des murs;Informations alphanumériques;Niveau objet;EXP;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Parachèvement des murs;Informations alphanumériques;Niveau objet;APS;Nom objet ;IfcRoot.Name;IfcName;Oui
Parachèvement des murs;Informations alphanumériques;Niveau objet;APD;Nom objet ;IfcRoot.Name;IfcName;Oui
Parachèvement des murs;Informations alphanumériques;Niveau objet;PDE;Nom objet ;IfcRoot.Name;IfcName;Oui
Parachèvement des murs;Informations alphanumériques;Niveau objet;EXE;Nom objet ;IfcRoot.Name;IfcName;Oui
Parachèvement des murs;Informations alphanumériques;Niveau objet;EXP;Nom objet ;IfcRoot.Name;IfcName;Oui
Parachèvement des murs;Informations alphanumériques;Niveau objet;APS;Statut ;ePset_CoveringCommon.Status;Phase Created;Oui
Parachèvement des murs;Informations alphanumériques;Niveau objet;APD;Statut ;ePset_CoveringCommon.Status;Phase Created;Oui
Parachèvement des murs;Informations alphanumériques;Niveau objet;PDE;Statut ;ePset_CoveringCommon.Status;Phase Created;Oui
Parachèvement des murs;Informations alphanumériques;Niveau objet;EXE;Statut ;ePset_CoveringCommon.Status;Phase Created;Oui
Parachèvement des murs;Informations alphanumériques;Niveau objet;EXP;Statut ;ePset_CoveringCommon.Status;Phase Created;Oui
Parachèvement des murs;Informations alphanumériques;Niveau matériau;APD;Materiau ;IfcMaterial;[not manageable];Oui
Parachèvement des murs;Informations alphanumériques;Niveau matériau;PDE;Materiau ;IfcMaterial;[not manageable];Oui
Parachèvement des murs;Informations alphanumériques;Niveau matériau;EXE;Materiau ;IfcMaterial;[not manageable];Oui
Parachèvement des murs;Informations alphanumériques;Niveau matériau;EXP;Materiau ;IfcMaterial;[not manageable];Oui
Parachèvement des murs;Documentation;Descriptifs;APS;Principe constructif;;;Oui
Parachèvement des murs;Documentation;Descriptifs;APD;Principe constructif;;;Oui
Parachèvement des murs;Documentation;Maintenance et fiches techniques;EXE;Fiche technique;;;Oui
Parachèvement des murs;Documentation;Maintenance et fiches techniques;EXP;Fiche technique;;;Oui
Parachèvement des murs;Documentation;Plans et schémas;PDE;Plan des percements;;;Oui
Parachèvement des murs;Documentation;Plans et schémas;EXE;Plan des percements;;;Oui
Parachèvement des murs;Documentation;Plans et schémas;EXP;Plan des percements;;;Oui
Parachèvement des murs;Documentation;Plans et schémas;PDE;Plan éléments spécifiques;;;Oui
Parachèvement des murs;Documentation;Plans et schémas;EXE;Plan éléments spécifiques;;;Oui
Parachèvement des murs;Documentation;Plans et schémas;EXP;Plan éléments spécifiques;;;Oui
Parachèvement des murs;Documentation;Plans et schémas;EXE;Déclaration de performance environnementale;;;Oui
Parachèvement des murs;Classification;Uniformat II 2010;Toutes;"B2010.10 Exterior Wall Veneer
C2010 – Wall finishing";;;Oui
Parachèvement des murs;Classification;DIN276;Toutes;"335 – Außenwandbekleidungen außen
336 – Außenwandbekleidungen innen
345 – Innenwandbekleidungen";;;Oui
Parachèvement des plafonds;Classe et type IFC;Types IFC;Toutes;Finition de plafond;IfcCovering.CEILING;Ceilings [BIMids Classification:Ceiling finishing];Oui
Parachèvement des plafonds;Classe et type IFC;Types IFC;Toutes;Plaque de plâtre;IfcCovering.CEILING;Ceilings [BIMids Classification:Ceiling finishing];Oui
Parachèvement des plafonds;Classe et type IFC;Types IFC;Toutes;Carrelage;IfcCovering.CEILING;Ceilings [BIMids Classification:Ceiling finishing];Oui
Parachèvement des plafonds;Classe et type IFC;Types IFC;Toutes;Revêtement en pierre (marbre, granit,etc.);IfcCovering.CEILING;Ceilings [BIMids Classification:Ceiling finishing];Oui
Parachèvement des plafonds;Classe et type IFC;Types IFC;Toutes;Bardage (métallique, cassette, pierre,etc.);IfcCovering.CEILING;Ceilings [BIMids Classification:Ceiling finishing];Oui
Parachèvement des plafonds;Classe et type IFC;Types IFC;Toutes;Enduit (plâtre, argile, chaux, ciment,etc.);IfcCovering.CEILING;Ceilings [BIMids Classification:Ceiling finishing];Oui
Parachèvement des plafonds;Classe et type IFC;Types IFC;Toutes;Bac métallique;IfcCovering.CEILING;Ceilings [BIMids Classification:Ceiling finishing];Oui
Parachèvement des plafonds;Classe et type IFC;Types IFC;Toutes;Bac acier;IfcCovering.CEILING;Ceilings [BIMids Classification:Ceiling finishing];Oui
Parachèvement des plafonds;Classe et type IFC;Types IFC;Toutes;Panneau sandwich;IfcCovering.CEILING;Ceilings [BIMids Classification:Ceiling finishing];Oui
Parachèvement des plafonds;Informations alphanumériques;Niveau objet;APS;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Parachèvement des plafonds;Informations alphanumériques;Niveau objet;APD;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Parachèvement des plafonds;Informations alphanumériques;Niveau objet;PDE;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Parachèvement des plafonds;Informations alphanumériques;Niveau objet;EXE;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Parachèvement des plafonds;Informations alphanumériques;Niveau objet;EXP;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Parachèvement des plafonds;Informations alphanumériques;Niveau objet;APD;Type IFC ;IfcCoveringType.PredefinedType;Type IFC Predefined Type;Oui
Parachèvement des plafonds;Informations alphanumériques;Niveau objet;PDE;Type IFC ;IfcCoveringType.PredefinedType;Type IFC Predefined Type;Oui
Parachèvement des plafonds;Informations alphanumériques;Niveau objet;EXE;Type IFC ;IfcCoveringType.PredefinedType;Type IFC Predefined Type;Oui
Parachèvement des plafonds;Informations alphanumériques;Niveau objet;EXP;Type IFC ;IfcCoveringType.PredefinedType;Type IFC Predefined Type;Oui
Parachèvement des plafonds;Informations alphanumériques;Niveau objet;APD;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Parachèvement des plafonds;Informations alphanumériques;Niveau objet;PDE;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Parachèvement des plafonds;Informations alphanumériques;Niveau objet;EXE;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Parachèvement des plafonds;Informations alphanumériques;Niveau objet;EXP;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Parachèvement des plafonds;Informations alphanumériques;Niveau objet;APS;Nom objet ;IfcRoot.Name;IfcName;Oui
Parachèvement des plafonds;Informations alphanumériques;Niveau objet;APD;Nom objet ;IfcRoot.Name;IfcName;Oui
Parachèvement des plafonds;Informations alphanumériques;Niveau objet;PDE;Nom objet ;IfcRoot.Name;IfcName;Oui
Parachèvement des plafonds;Informations alphanumériques;Niveau objet;EXE;Nom objet ;IfcRoot.Name;IfcName;Oui
Parachèvement des plafonds;Informations alphanumériques;Niveau objet;EXP;Nom objet ;IfcRoot.Name;IfcName;Oui
Parachèvement des plafonds;Informations alphanumériques;Niveau objet;APS;Statut ;ePset_CoveringCommon.Status;Phase Created;Oui
Parachèvement des plafonds;Informations alphanumériques;Niveau objet;APD;Statut ;ePset_CoveringCommon.Status;Phase Created;Oui
Parachèvement des plafonds;Informations alphanumériques;Niveau objet;PDE;Statut ;ePset_CoveringCommon.Status;Phase Created;Oui
Parachèvement des plafonds;Informations alphanumériques;Niveau objet;EXE;Statut ;ePset_CoveringCommon.Status;Phase Created;Oui
Parachèvement des plafonds;Informations alphanumériques;Niveau objet;EXP;Statut ;ePset_CoveringCommon.Status;Phase Created;Oui
Parachèvement des plafonds;Informations alphanumériques;Niveau matériau;APD;Materiau ;IfcMaterial;[not manageable];Oui
Parachèvement des plafonds;Informations alphanumériques;Niveau matériau;PDE;Materiau ;IfcMaterial;[not manageable];Oui
Parachèvement des plafonds;Informations alphanumériques;Niveau matériau;EXE;Materiau ;IfcMaterial;[not manageable];Oui
Parachèvement des plafonds;Informations alphanumériques;Niveau matériau;EXP;Materiau ;IfcMaterial;[not manageable];Oui
Parachèvement des plafonds;Documentation;Descriptifs;APS;Principe constructif;;;Oui
Parachèvement des plafonds;Documentation;Descriptifs;APD;Principe constructif;;;Oui
Parachèvement des plafonds;Documentation;Maintenance et fiches techniques;EXE;Fiche technique;;;Oui
Parachèvement des plafonds;Documentation;Maintenance et fiches techniques;EXP;Fiche technique;;;Oui
Parachèvement des plafonds;Documentation;Plans et schémas;PDE;Plan des percements;;;Oui
Parachèvement des plafonds;Documentation;Plans et schémas;EXE;Plan des percements;;;Oui
Parachèvement des plafonds;Documentation;Plans et schémas;EXP;Plan des percements;;;Oui
Parachèvement des plafonds;Documentation;Plans et schémas;PDE;Plan de calepinage;;;Oui
Parachèvement des plafonds;Documentation;Plans et schémas;EXE;Plan de calepinage;;;Oui
Parachèvement des plafonds;Documentation;Plans et schémas;EXP;Plan de calepinage;;;Oui
Parachèvement des plafonds;Documentation;Plans et schémas;PDE;Détail d'exécution;;;Oui
Parachèvement des plafonds;Documentation;Plans et schémas;EXE;Détail d'exécution;;;Oui
Parachèvement des plafonds;Documentation;Plans et schémas;EXP;Détail d'exécution;;;Oui
Parachèvement des plafonds;Documentation;Plans et schémas;PDE;Plan éléments spécifiques;;;Oui
Parachèvement des plafonds;Documentation;Plans et schémas;EXE;Plan éléments spécifiques;;;Oui
Parachèvement des plafonds;Documentation;Plans et schémas;EXP;Plan éléments spécifiques;;;Oui
Parachèvement des plafonds;Documentation;Plans et schémas;APD;Rapport energétique;;;Oui
Parachèvement des plafonds;Documentation;Plans et schémas;PDE;Rapport energétique;;;Oui
Parachèvement des plafonds;Documentation;Plans et schémas;EXE;Rapport energétique;;;Oui
Parachèvement des plafonds;Documentation;Plans et schémas;EXP;Rapport energétique;;;Oui
Parachèvement des plafonds;Documentation;Plans et schémas;EXE;Déclaration de performance environnementale;;;Oui
Parachèvement des plafonds;Classification;Uniformat II 2010;Toutes;C2050 – Ceiling finishing;;;Oui
Parachèvement des plafonds;Classification;DIN276;Toutes;"354 – Deckenbekleidungen
364 – Dachbegleidungen";;;Oui
Parachèvement des sols;Classe et type IFC;Types IFC;Toutes;Dalle sur plot;IfcCovering.FLOORING;Floors [BIMids Classification:Floor finishing];Oui
Parachèvement des sols;Classe et type IFC;Types IFC;Toutes;Linoléum;IfcCovering.FLOORING;Floors [BIMids Classification:Floor finishing];Oui
Parachèvement des sols;Classe et type IFC;Types IFC;Toutes;Revêtement en pierre;IfcCovering.FLOORING;Floors [BIMids Classification:Floor finishing];Oui
Parachèvement des sols;Classe et type IFC;Types IFC;Toutes;Platelage bois;IfcCovering.FLOORING;Floors [BIMids Classification:Floor finishing];Oui
Parachèvement des sols;Classe et type IFC;Types IFC;Toutes;Plancher en bois;IfcCovering.FLOORING;Floors [BIMids Classification:Floor finishing];Oui
Parachèvement des sols;Classe et type IFC;Types IFC;Toutes;Parquet;IfcCovering.FLOORING;Floors [BIMids Classification:Floor finishing];Oui
Parachèvement des sols;Classe et type IFC;Types IFC;Toutes;Carrelage;IfcCovering.FLOORING;Floors [BIMids Classification:Floor finishing];Oui
Parachèvement des sols;Classe et type IFC;Types IFC;Toutes;Moquette;IfcCovering.FLOORING;Floors [BIMids Classification:Floor finishing];Oui
Parachèvement des sols;Classe et type IFC;Types IFC;Toutes;Tapis;IfcCovering.FLOORING;Floors [BIMids Classification:Floor finishing];Oui
Parachèvement des sols;Informations alphanumériques;Niveau objet;APS;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Parachèvement des sols;Informations alphanumériques;Niveau objet;APD;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Parachèvement des sols;Informations alphanumériques;Niveau objet;PDE;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Parachèvement des sols;Informations alphanumériques;Niveau objet;EXE;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Parachèvement des sols;Informations alphanumériques;Niveau objet;EXP;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Parachèvement des sols;Informations alphanumériques;Niveau objet;APD;Type IFC ;IfcCoveringType.PredefinedType;Type IFC Predefined Type;Oui
Parachèvement des sols;Informations alphanumériques;Niveau objet;PDE;Type IFC ;IfcCoveringType.PredefinedType;Type IFC Predefined Type;Oui
Parachèvement des sols;Informations alphanumériques;Niveau objet;EXE;Type IFC ;IfcCoveringType.PredefinedType;Type IFC Predefined Type;Oui
Parachèvement des sols;Informations alphanumériques;Niveau objet;EXP;Type IFC ;IfcCoveringType.PredefinedType;Type IFC Predefined Type;Oui
Parachèvement des sols;Informations alphanumériques;Niveau objet;APD;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Parachèvement des sols;Informations alphanumériques;Niveau objet;PDE;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Parachèvement des sols;Informations alphanumériques;Niveau objet;EXE;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Parachèvement des sols;Informations alphanumériques;Niveau objet;EXP;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Parachèvement des sols;Informations alphanumériques;Niveau objet;APS;Nom objet ;IfcRoot.Name;IfcName;Oui
Parachèvement des sols;Informations alphanumériques;Niveau objet;APD;Nom objet ;IfcRoot.Name;IfcName;Oui
Parachèvement des sols;Informations alphanumériques;Niveau objet;PDE;Nom objet ;IfcRoot.Name;IfcName;Oui
Parachèvement des sols;Informations alphanumériques;Niveau objet;EXE;Nom objet ;IfcRoot.Name;IfcName;Oui
Parachèvement des sols;Informations alphanumériques;Niveau objet;EXP;Nom objet ;IfcRoot.Name;IfcName;Oui
Parachèvement des sols;Informations alphanumériques;Niveau objet;APS;Statut ;ePset_CoveringCommon.Status;Phase Created;Oui
Parachèvement des sols;Informations alphanumériques;Niveau objet;APD;Statut ;ePset_CoveringCommon.Status;Phase Created;Oui
Parachèvement des sols;Informations alphanumériques;Niveau objet;PDE;Statut ;ePset_CoveringCommon.Status;Phase Created;Oui
Parachèvement des sols;Informations alphanumériques;Niveau objet;EXE;Statut ;ePset_CoveringCommon.Status;Phase Created;Oui
Parachèvement des sols;Informations alphanumériques;Niveau objet;EXP;Statut ;ePset_CoveringCommon.Status;Phase Created;Oui
Parachèvement des sols;Informations alphanumériques;Niveau matériau;APD;Materiau ;IfcMaterial;[not manageable];Oui
Parachèvement des sols;Informations alphanumériques;Niveau matériau;PDE;Materiau ;IfcMaterial;[not manageable];Oui
Parachèvement des sols;Informations alphanumériques;Niveau matériau;EXE;Materiau ;IfcMaterial;[not manageable];Oui
Parachèvement des sols;Informations alphanumériques;Niveau matériau;EXP;Materiau ;IfcMaterial;[not manageable];Oui
Parachèvement des sols;Documentation;Descriptifs;APS;Principe constructif;;;Oui
Parachèvement des sols;Documentation;Descriptifs;APD;Principe constructif;;;Oui
Parachèvement des sols;Documentation;Maintenance et fiches techniques;EXE;Fiche technique;;;Oui
Parachèvement des sols;Documentation;Maintenance et fiches techniques;EXP;Fiche technique;;;Oui
Parachèvement des sols;Documentation;Plans et schémas;PDE;Plan des percements;;;Oui
Parachèvement des sols;Documentation;Plans et schémas;EXE;Plan des percements;;;Oui
Parachèvement des sols;Documentation;Plans et schémas;EXP;Plan des percements;;;Oui
Parachèvement des sols;Documentation;Plans et schémas;PDE;Plan de calepinage;;;Oui
Parachèvement des sols;Documentation;Plans et schémas;EXE;Plan de calepinage;;;Oui
Parachèvement des sols;Documentation;Plans et schémas;EXP;Plan de calepinage;;;Oui
Parachèvement des sols;Documentation;Plans et schémas;PDE;Détail d'exécution;;;Oui
Parachèvement des sols;Documentation;Plans et schémas;EXE;Détail d'exécution;;;Oui
Parachèvement des sols;Documentation;Plans et schémas;EXP;Détail d'exécution;;;Oui
Parachèvement des sols;Documentation;Plans et schémas;PDE;Plan éléments spécifiques;;;Oui
Parachèvement des sols;Documentation;Plans et schémas;EXE;Plan éléments spécifiques;;;Oui
Parachèvement des sols;Documentation;Plans et schémas;EXP;Plan éléments spécifiques;;;Oui
Parachèvement des sols;Documentation;Plans et schémas;APD;Rapport energétique;;;Oui
Parachèvement des sols;Documentation;Plans et schémas;PDE;Rapport energétique;;;Oui
Parachèvement des sols;Documentation;Plans et schémas;EXE;Rapport energétique;;;Oui
Parachèvement des sols;Documentation;Plans et schémas;EXP;Rapport energétique;;;Oui
Parachèvement des sols;Documentation;Plans et schémas;EXE;Déclaration de performance environnementale;;;Oui
Parachèvement des sols;Documentation;Plans et schémas;APD;Surcharges d’exploitation;;;Oui
Parachèvement des sols;Documentation;Plans et schémas;PDE;Surcharges d’exploitation;;;Oui
