Element,Categorie,Sous_categorie,Phase,Type de document,Propriété,Paramètre IFC,Paramètre Revit_ENG,Nom,IFC Type,Catégorie Revit,Classification,Numéro - Description
Mur rideau,Informations alphanumériques,Niveau objet,EXP,,Type IFC,IfcCurtainWallType.PredefinedType,Type IFC Predefined Type,,,,,
Mur rideau,Informations alphanumériques,Niveau objet,APD,,Type IFC personnalisé,IfcObject.ObjectType,Objecttype,,,,,
Mur rideau,Informations alphanumériques,Niveau objet,PDE,,Type IFC personnalisé,IfcObject.ObjectType,Objecttype,,,,,
Mur rideau,Informations alphanumériques,Niveau objet,EXE,,Type IFC personnalisé,IfcObject.ObjectType,Objecttype,,,,,
Mur rideau,Informations alphanumériques,Niveau objet,EXP,,Type IFC personnalisé,IfcObject.ObjectType,Objecttype,,,,,
Mur rideau,Informations alphanumériques,Niveau objet,APS,,Nom objet,IfcRoot.Name,IfcName,,,,,
Mur rideau,Informations alphanumériques,Niveau objet,APD,,Nom objet,IfcRoot.Name,IfcName,,,,,
Mur rideau,Informations alphanumériques,Niveau objet,PDE,,Nom objet,IfcRoot.Name,IfcName,,,,,
Mur rideau,Informations alphanumériques,Niveau objet,EXE,,Nom objet,IfcRoot.Name,IfcName,,,,,
Mur rideau,Informations alphanumériques,Niveau objet,EXP,,Nom objet,IfcRoot.Name,IfcName,,,,,
Mur rideau,Informations alphanumériques,Niveau objet,APS,,Statut,ePset_CurtainWallCommon.Status,Phase Created,,,,,
Mur rideau,Informations alphanumériques,Niveau objet,APD,,Statut,ePset_CurtainWallCommon.Status,Phase Created,,,,,
Mur rideau,Informations alphanumériques,Niveau objet,PDE,,Statut,ePset_CurtainWallCommon.Status,Phase Created,,,,,
Mur rideau,Informations alphanumériques,Niveau objet,EXE,,Statut,ePset_CurtainWallCommon.Status,Phase Created,,,,,
Mur rideau,Informations alphanumériques,Niveau objet,EXP,,Statut,ePset_CurtainWallCommon.Status,Phase Created,,,,,
Mur rideau,Informations alphanumériques,Niveau matériau,APD,,Materiau,IfcMaterial,[not manageable],,,,,
Mur rideau,Informations alphanumériques,Niveau matériau,PDE,,Materiau,IfcMaterial,[not manageable],,,,,
Mur rideau,Informations alphanumériques,Niveau matériau,EXE,,Materiau,IfcMaterial,[not manageable],,,,,
Mur rideau,Informations alphanumériques,Niveau matériau,EXP,,Materiau,IfcMaterial,[not manageable],,,,,
Mur rideau,Documentation,Descriptifs,APD,Principe constructif,,,,,,,,
Mur rideau,Documentation,Maintenance et fiches techniques,EXE,Fiche technique,,,,,,,,
Mur rideau,Documentation,Maintenance et fiches techniques,EXP,Fiche technique,,,,,,,,
Mur rideau,Documentation,Plans et schémas,PDE,Plan de calepinage,,,,,,,,
Mur rideau,Documentation,Plans et schémas,EXE,Plan de calepinage,,,,,,,,
Mur rideau,Documentation,Plans et schémas,EXP,Plan de calepinage,,,,,,,,
Mur rideau,Documentation,Plans et schémas,PDE,Plan joints de dilatation,,,,,,,,
Mur rideau,Documentation,Plans et schémas,EXE,Plan joints de dilatation,,,,,,,,
Mur rideau,Documentation,Plans et schémas,EXP,Plan joints de dilatation,,,,,,,,
Mur rideau,Documentation,Plans et schémas,PDE,Détail d'exécution,,,,,,,,
Mur rideau,Documentation,Plans et schémas,EXE,Détail d'exécution,,,,,,,,
Mur rideau,Documentation,Plans et schémas,EXP,Détail d'exécution,,,,,,,,
Mur rideau,Documentation,Plans et schémas,APD,Performances à atteindre,,,,,,,,
Mur rideau,Documentation,Plans et schémas,PDE,Performances à atteindre,,,,,,,,
Mur rideau,Documentation,Plans et schémas,EXE,Performances à atteindre,,,,,,,,
Mur rideau,Documentation,Plans et schémas,EXP,Performances à atteindre,,,,,,,,
Mur rideau,Documentation,Plans et schémas,APD,Rapport energétique,,,,,,,,
Mur rideau,Documentation,Plans et schémas,PDE,Rapport energétique,,,,,,,,
Mur rideau,Documentation,Plans et schémas,EXE,Rapport energétique,,,,,,,,
Mur rideau,Documentation,Plans et schémas,EXP,Rapport energétique,,,,,,,,
Mur rideau,Documentation,Plans et schémas,EXE,Déclaration de performance environnementale,,,,,,,,
Mur rideau,Classification,,Toutes,,,,,,,,Uniformat II 2010,B2010.40 - Fabricated Exterior Walls Assemblies
Ouverture,Classe et type IFC,,Toutes,,,,,Ouverture pour techniques,IfcOpeningElement,Mass,,
Ouverture,Classe et type IFC,,Toutes,,,,,Percement,IfcOpeningElement,Mass,,
Ouverture,Classe et type IFC,,Toutes,,,,,Niche pour techniques,IfcOpeningElement,Mass,,
Ouverture,Classe et type IFC,,Toutes,,,,,Baie de passage,IfcOpeningElement,Mass,,
Ouverture,Classe et type IFC,,Toutes,,,,,Niche,IfcOpeningElement,Mass,,
Ouverture,Classe et type IFC,,Toutes,,,,,Renfoncement,IfcOpeningElement,Mass,,
Ouverture,Classe et type IFC,,Toutes,,,,,Niche décorative,IfcOpeningElement,Mass,,
Ouverture,Informations alphanumériques,Niveau objet,APS,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Ouverture,Informations alphanumériques,Niveau objet,APD,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Ouverture,Informations alphanumériques,Niveau objet,PDE,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Ouverture,Informations alphanumériques,Niveau objet,EXE,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Ouverture,Informations alphanumériques,Niveau objet,EXP,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Ouverture,Informations alphanumériques,Niveau objet,APD,,Type IFC,IfcOpeningElement.PredefinedType,Type IFC Predefined Type,,,,,
Ouverture,Informations alphanumériques,Niveau objet,PDE,,Type IFC,IfcOpeningElement.PredefinedType,Type IFC Predefined Type,,,,,
Ouverture,Informations alphanumériques,Niveau objet,EXE,,Type IFC,IfcOpeningElement.PredefinedType,Type IFC Predefined Type,,,,,
Ouverture,Informations alphanumériques,Niveau objet,EXP,,Type IFC,IfcOpeningElement.PredefinedType,Type IFC Predefined Type,,,,,
Ouverture,Informations alphanumériques,Niveau objet,APD,,Type IFC personnalisé,IfcObject.ObjectType,Objecttype,,,,,
Ouverture,Informations alphanumériques,Niveau objet,PDE,,Type IFC personnalisé,IfcObject.ObjectType,Objecttype,,,,,
Ouverture,Informations alphanumériques,Niveau objet,EXE,,Type IFC personnalisé,IfcObject.ObjectType,Objecttype,,,,,
Ouverture,Informations alphanumériques,Niveau objet,EXP,,Type IFC personnalisé,IfcObject.ObjectType,Objecttype,,,,,
Ouverture,Informations alphanumériques,Niveau objet,APS,,Nom objet,IfcRoot.Name,IfcName,,,,,
Ouverture,Informations alphanumériques,Niveau objet,APD,,Nom objet,IfcRoot.Name,IfcName,,,,,
Ouverture,Informations alphanumériques,Niveau objet,PDE,,Nom objet,IfcRoot.Name,IfcName,,,,,
Ouverture,Informations alphanumériques,Niveau objet,EXE,,Nom objet,IfcRoot.Name,IfcName,,,,,
Ouverture,Informations alphanumériques,Niveau objet,EXP,,Nom objet,IfcRoot.Name,IfcName,,,,,
Ouverture,Documentation,Plans et schémas,PDE,,Détail d'exécution,,,,,,,
Ouverture,Documentation,Plans et schémas,EXE,,Détail d'exécution,,,,,,,
Ouverture,Documentation,Plans et schémas,EXP,,Détail d'exécution,,,,,,,
Ouverture,Classification,,Toutes,,,,,,,,Uniformat II 2010,Néant
Panneau de gestion,Classe et type IFC,,Toutes,,,,,Panneau de gestion,IfcDistributionControlElement,Data Devices,,
Panneau de gestion,Classe et type IFC,,Toutes,,,,,Centrale incendie,IfcDistributionControlElement,Data Devices,,
Panneau de gestion,Classe et type IFC,,Toutes,,,,,Centrale d'alarme,IfcDistributionControlElement,Data Devices,,
Panneau de gestion,Informations alphanumériques,Niveau objet,APD,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Panneau de gestion,Informations alphanumériques,Niveau objet,PDE,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Panneau de gestion,Informations alphanumériques,Niveau objet,EXE,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Panneau de gestion,Informations alphanumériques,Niveau objet,EXP,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Panneau de gestion,Informations alphanumériques,Niveau objet,APD,,Type IFC,,Type IFC Predefined Type,,,,,
Panneau de gestion,Informations alphanumériques,Niveau objet,PDE,,Type IFC,,Type IFC Predefined Type,,,,,
Panneau de gestion,Informations alphanumériques,Niveau objet,EXE,,Type IFC,,Type IFC Predefined Type,,,,,
Panneau de gestion,Informations alphanumériques,Niveau objet,EXP,,Type IFC,,Type IFC Predefined Type,,,,,
Panneau de gestion,Informations alphanumériques,Niveau objet,APD,,Type IFC personnalisé,,Objecttype,,,,,
Panneau de gestion,Informations alphanumériques,Niveau objet,PDE,,Type IFC personnalisé,,Objecttype,,,,,
Panneau de gestion,Informations alphanumériques,Niveau objet,EXE,,Type IFC personnalisé,,Objecttype,,,,,
Panneau de gestion,Informations alphanumériques,Niveau objet,EXP,,Type IFC personnalisé,,Objecttype,,,,,
Panneau de gestion,Informations alphanumériques,Niveau objet,APD,,Nom objet,IfcRoot.Name,IfcName,,,,,
Panneau de gestion,Informations alphanumériques,Niveau objet,PDE,,Nom objet,IfcRoot.Name,IfcName,,,,,
Panneau de gestion,Informations alphanumériques,Niveau objet,EXE,,Nom objet,IfcRoot.Name,IfcName,,,,,
Panneau de gestion,Informations alphanumériques,Niveau objet,EXP,,Nom objet,IfcRoot.Name,IfcName,,,,,
Panneau de gestion,Informations alphanumériques,Niveau objet,APD,,Statut,ePset_DistributionControlElementTypeCommon.Status,Phase Created,,,,,
Panneau de gestion,Informations alphanumériques,Niveau objet,PDE,,Statut,ePset_DistributionControlElementTypeCommon.Status,Phase Created,,,,,
Panneau de gestion,Informations alphanumériques,Niveau objet,EXE,,Statut,ePset_DistributionControlElementTypeCommon.Status,Phase Created,,,,,
Panneau de gestion,Informations alphanumériques,Niveau objet,EXP,,Statut,ePset_DistributionControlElementTypeCommon.Status,Phase Created,,,,,
Panneau de gestion,Documentation,Descriptifs,APD,Prescriptions,,,,,,,,
Panneau de gestion,Documentation,Descriptifs,PDE,Prescriptions,,,,,,,,
Panneau de gestion,Documentation,Descriptifs,EXE,Prescriptions,,,,,,,,
Panneau de gestion,Documentation,Maintenance et fiches techniques,EXE,Fiche technique,,,,,,,,
Panneau de gestion,Documentation,Maintenance et fiches techniques,EXP,Fiche technique,,,,,,,,
Panneau de gestion,Documentation,Maintenance et fiches techniques,PDE,Protocole de communication,,,,,,,,
Panneau de gestion,Documentation,Maintenance et fiches techniques,EXE,Protocole de communication,,,,,,,,
Panneau de gestion,Documentation,Maintenance et fiches techniques,EXP,Protocole de communication,,,,,,,,
Panneau de gestion,Documentation,Maintenance et fiches techniques,EXE,Notice de montage,,,,,,,,
Panneau de gestion,Documentation,Maintenance et fiches techniques,EXP,Notice de montage,,,,,,,,
Panneau de gestion,Documentation,Maintenance et fiches techniques,EXE,Protocole de mesure,,,,,,,,
Panneau de gestion,Documentation,Maintenance et fiches techniques,EXP,Protocole de mesure,,,,,,,,
Panneau de gestion,Documentation,Maintenance et fiches techniques,EXE,Notice de maintenance,,,,,,,,
Panneau de gestion,Documentation,Maintenance et fiches techniques,EXP,Notice de maintenance,,,,,,,,
Panneau de gestion,Documentation,Maintenance et fiches techniques,EXE,Carnet d'entretien,,,,,,,,
Panneau de gestion,Documentation,Maintenance et fiches techniques,EXP,Carnet d'entretien,,,,,,,,
Panneau de gestion,Documentation,Plans et schémas,PDE,Schéma unifilaire,,,,,,,,
Panneau de gestion,Documentation,Plans et schémas,EXE,Schéma unifilaire,,,,,,,,
Panneau de gestion,Documentation,Plans et schémas,EXP,Schéma unifilaire,,,,,,,,
Panneau de gestion,Classification,,Toutes,,,,,,,,Uniformat II 2010,D8010.10 - Integrated Automation Control of Equipmentnents
Panneau de gestion,Classification,,Toutes,,,,,,,,Uniformat II 2010,"D8010.20 - Integrated Automation Control of Conveying
Equipment"
Panneau de gestion,Classification,,Toutes,,,,,,,,Uniformat II 2010,"D8010.30 - Integrated Automation Control of Fire-Suppression
Systems"
Panneau de gestion,Classification,,Toutes,,,,,,,,Uniformat II 2010,D8010.40 - Integrated Automation Control of Plumbing Systems
Panneau de gestion,Classification,,Toutes,,,,,,,,Uniformat II 2010,D8010.50 - Integrated Automation Control of HVAC Systems
Panneau de gestion,Classification,,Toutes,,,,,,,,Uniformat II 2010,D8010.60 - Integrated Automation Control of Electrical Systems
Panneau de gestion,Classification,,Toutes,,,,,,,,Uniformat II 2010,D8010.70 - Integrated Automation Control of Communication Systems
Panneau de gestion,Classification,,Toutes,,,,,,,,Uniformat II 2010,"D8010.80 - Integrated Automation Control of Electronic Safety
and Security Systems"
Panneau de gestion,Classification,,Toutes,,,,,,,,Uniformat II 2010,D8010.90 - Integrated Automation Supplementary Components
Panneau solaire,Classe et type IFC,,Toutes,,,,,Panneau solaire,IfcEnergyConversionDevice,Mechanical Equipment,,
Panneau solaire,Classe et type IFC,,Toutes,,,,,Capteur solaire thermique,IfcEnergyConversionDevice,Mechanical Equipment,,
Panneau solaire,Classe et type IFC,,Toutes,,,,,Collecteur solaire,IfcEnergyConversionDevice,Mechanical Equipment,,
Panneau solaire,Classe et type IFC,,Toutes,,,,,Module photovoltaïque,IfcEnergyConversionDevice,Mechanical Equipment,,
Panneau solaire,Classe et type IFC,,Toutes,,,,,Panneau photovoltaïque,IfcEnergyConversionDevice,Mechanical Equipment,,
Panneau solaire,Classe et type IFC,,Toutes,,,,,Panneau solaire hybride,IfcEnergyConversionDevice,Mechanical Equipment,,
Panneau solaire,Classe et type IFC,,Toutes,,,,,Tracker,IfcEnergyConversionDevice,Mechanical Equipment,,
Panneau solaire,Informations alphanumériques,Niveau objet,APD,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Panneau solaire,Informations alphanumériques,Niveau objet,PDE,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Panneau solaire,Informations alphanumériques,Niveau objet,EXE,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Panneau solaire,Informations alphanumériques,Niveau objet,EXP,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Panneau solaire,Informations alphanumériques,Niveau objet,APD,,Type IFC,,Type IFC Predefined Type,,,,,
Panneau solaire,Informations alphanumériques,Niveau objet,PDE,,Type IFC,,Type IFC Predefined Type,,,,,
Panneau solaire,Informations alphanumériques,Niveau objet,EXE,,Type IFC,,Type IFC Predefined Type,,,,,
Panneau solaire,Informations alphanumériques,Niveau objet,EXP,,Type IFC,,Type IFC Predefined Type,,,,,
Panneau solaire,Informations alphanumériques,Niveau objet,APD,,Type IFC personnalisé,,Objecttype,,,,,
Panneau solaire,Informations alphanumériques,Niveau objet,PDE,,Type IFC personnalisé,,Objecttype,,,,,
Panneau solaire,Informations alphanumériques,Niveau objet,EXE,,Type IFC personnalisé,,Objecttype,,,,,
Panneau solaire,Informations alphanumériques,Niveau objet,EXP,,Type IFC personnalisé,,Objecttype,,,,,
Panneau solaire,Informations alphanumériques,Niveau objet,APD,,Nom objet,IfcRoot.Name,IfcName,,,,,
Panneau solaire,Informations alphanumériques,Niveau objet,PDE,,Nom objet,IfcRoot.Name,IfcName,,,,,
Panneau solaire,Informations alphanumériques,Niveau objet,EXE,,Nom objet,IfcRoot.Name,IfcName,,,,,
Panneau solaire,Informations alphanumériques,Niveau objet,EXP,,Nom objet,IfcRoot.Name,IfcName,,,,,
Panneau solaire,Informations alphanumériques,Niveau objet,APD,,Statut,ePset_EnergyConversionDeviceTypeCommon.Status,Phase Created,,,,,
Panneau solaire,Informations alphanumériques,Niveau objet,PDE,,Statut,ePset_EnergyConversionDeviceTypeCommon.Status,Phase Created,,,,,
Panneau solaire,Informations alphanumériques,Niveau objet,EXE,,Statut,ePset_EnergyConversionDeviceTypeCommon.Status,Phase Created,,,,,
Panneau solaire,Informations alphanumériques,Niveau objet,EXP,,Statut,ePset_EnergyConversionDeviceTypeCommon.Status,Phase Created,,,,,
Panneau solaire,Documentation,Descriptifs,APD,Prédimensionnement,,,,,,,,
Panneau solaire,Documentation,Descriptifs,PDE,Dimensionnement,,,,,,,,
Panneau solaire,Documentation,Descriptifs,EXE,Dimensionnement,,,,,,,,
Panneau solaire,Documentation,Descriptifs,EXP,Dimensionnement,,,,,,,,
Panneau solaire,Documentation,Descriptifs,APD,Prescriptions,,,,,,,,
Panneau solaire,Documentation,Descriptifs,PDE,Prescriptions,,,,,,,,
Panneau solaire,Documentation,Descriptifs,EXE,Prescriptions,,,,,,,,
Panneau solaire,Documentation,Maintenance et fiches techniques,EXE,Fiche technique,,,,,,,,
Panneau solaire,Documentation,Maintenance et fiches techniques,EXP,Fiche technique,,,,,,,,
Panneau solaire,Documentation,Maintenance et fiches techniques,PDE,Protocole de communication,,,,,,,,
Panneau solaire,Documentation,Maintenance et fiches techniques,EXE,Protocole de communication,,,,,,,,
Panneau solaire,Documentation,Maintenance et fiches techniques,EXP,Protocole de communication,,,,,,,,
Panneau solaire,Documentation,Maintenance et fiches techniques,EXE,Notice de montage,,,,,,,,
Panneau solaire,Documentation,Maintenance et fiches techniques,EXP,Notice de montage,,,,,,,,
Panneau solaire,Documentation,Maintenance et fiches techniques,EXE,Protocole de mesure,,,,,,,,
Panneau solaire,Documentation,Maintenance et fiches techniques,EXP,Protocole de mesure,,,,,,,,
Panneau solaire,Documentation,Maintenance et fiches techniques,EXE,Notice de maintenance,,,,,,,,
Panneau solaire,Documentation,Maintenance et fiches techniques,EXP,Notice de maintenance,,,,,,,,
Panneau solaire,Documentation,Maintenance et fiches techniques,EXE,Carnet d'entretien,,,,,,,,
Panneau solaire,Documentation,Maintenance et fiches techniques,EXP,Carnet d'entretien,,,,,,,,
Panneau solaire,Documentation,Plans et schémas,APD,Schéma d'emprise,,,,,,,,
Panneau solaire,Documentation,Plans et schémas,PDE,Schéma unifilaire,,,,,,,,
Panneau solaire,Documentation,Plans et schémas,EXE,Schéma unifilaire,,,,,,,,
Panneau solaire,Documentation,Plans et schémas,EXP,Schéma unifilaire,,,,,,,,
Panneau solaire,Documentation,Plans et schémas,APD,Performances à atteindre,,,,,,,,
Panneau solaire,Documentation,Plans et schémas,PDE,Performances à atteindre,,,,,,,,
Panneau solaire,Documentation,Plans et schémas,EXE,Performances à atteindre,,,,,,,,
Panneau solaire,Documentation,Plans et schémas,EXP,Performances à atteindre,,,,,,,,
Panneau solaire,Documentation,Plans et schémas,APD,Rapport energétique,,,,,,,,
Panneau solaire,Documentation,Plans et schémas,PDE,Rapport energétique,,,,,,,,
Panneau solaire,Documentation,Plans et schémas,EXE,Rapport energétique,,,,,,,,
Panneau solaire,Documentation,Plans et schémas,EXP,Rapport energétique,,,,,,,,
Panneau solaire,Classification,,Toutes,,,,,,,,Uniformat II 2010,D3020.10 - Heat Generation
Panneau solaire,Classification,,Toutes,,,,,,,,Uniformat II 2010,D5010.30 - Photovoltaic Collectors
Parachèvement des murs,Classe et type IFC,,Toutes,,,,,"Bardage (métallique, cassette, pierre,etc.)",IfcCovering.CLADDING,Walls,,
Parachèvement des murs,Classe et type IFC,,Toutes,,,,,"Enduit (plâtre, argile, chaux, ciment,etc.)",IfcCovering.CLADDING,Walls,,
Parachèvement des murs,Classe et type IFC,,Toutes,,,,,"Revêtement en pierre (marbre, granit,etc.)",IfcCovering.CLADDING,Walls,,
Parachèvement des murs,Classe et type IFC,,Toutes,,,,,Carrelage,IfcCovering.CLADDING,Walls,,
Parachèvement des murs,Classe et type IFC,,Toutes,,,,,Parement maçonné,IfcCovering.CLADDING,Walls,,
Parachèvement des murs,Classe et type IFC,,Toutes,,,,,Moquette,IfcCovering.CLADDING,Walls,,
Parachèvement des murs,Classe et type IFC,,Toutes,,,,,Tapis,IfcCovering.CLADDING,Walls,,
Parachèvement des murs,Classe et type IFC,,Toutes,,,,,Plaque de finition,IfcCovering.CLADDING,Walls,,
Parachèvement des murs,Classe et type IFC,,Toutes,,,,,Plaque de plâtre,IfcCovering.CLADDING,Walls,,
Parachèvement des murs,Classe et type IFC,,Toutes,,,,,Plinthe,IfcCovering.USERDEFINED[SKIRTINGBOARD],Walls,,
Parachèvement des murs,Classe et type IFC,,Toutes,,,,,Soubassement,IfcCovering.USERDEFINED[SKIRTINGBOARD],Walls,,
Parachèvement des murs,Classe et type IFC,,Toutes,,,,,Corniche (extérieur),IfcCovering.USERDEFINED[MOLDING],Walls,,
Parachèvement des murs,Classe et type IFC,,Toutes,,,,,Moulure (intérieur),IfcCovering.USERDEFINED[MOLDING],Walls,,
Parachèvement des murs,Classe et type IFC,,Toutes,,,,,Panneau sandwich,IfcCovering.CLADDING,Walls,,
Parachèvement des murs,Classe et type IFC,,Toutes,,,,,Lattage,IfcCovering.CLADDING,Walls,,
Parachèvement des murs,Classe et type IFC,,Toutes,,,,,Protection de mur,IfcCovering.USERDEFINED[SHOCKISOLATOR],Walls,,
Parachèvement des murs,Classe et type IFC,,Toutes,,,,,Peinture de mur,IfcCovering.USERDEFINED[PAINTING],Walls,,
Parachèvement des murs,Classe et type IFC,,Toutes,,,,,Isolation thermique,IfcCovering.INSULATION,Walls,,
Parachèvement des murs,Classe et type IFC,,Toutes,,,,,Isolation au feu,IfcCovering.INSULATION,Walls,,
Parachèvement des murs,Classe et type IFC,,Toutes,,,,,Coupure thermique,IfcCovering.INSULATION,Walls,,
Parachèvement des murs,Classe et type IFC,,Toutes,,,,,Film,IfcCovering.MEMBRANE,Walls,,
Parachèvement des murs,Classe et type IFC,,Toutes,,,,,Pare-vapeur,IfcCovering.MEMBRANE,Walls,,
Parachèvement des murs,Classe et type IFC,,Toutes,,,,,Pare-pluie,IfcCovering.MEMBRANE,Walls,,
Parachèvement des murs,Classe et type IFC,,Toutes,,,,,Etanchéité bitumineuse,IfcCovering.MEMBRANE,Walls,,
Parachèvement des murs,Classe et type IFC,,Toutes,,,,,Membrane de protection,IfcCovering.MEMBRANE,Walls,,
Parachèvement des murs,Classe et type IFC,,Toutes,,,,,Membrane drainante,IfcCovering.MEMBRANE,Walls,,
Parachèvement des murs,Informations alphanumériques,Niveau objet,APS,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Parachèvement des murs,Informations alphanumériques,Niveau objet,APD,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Parachèvement des murs,Informations alphanumériques,Niveau objet,PDE,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Parachèvement des murs,Informations alphanumériques,Niveau objet,EXE,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Parachèvement des murs,Informations alphanumériques,Niveau objet,EXP,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Parachèvement des murs,Informations alphanumériques,Niveau objet,APD,,Type IFC,IfcCoveringType.PredefinedType,Type IFC Predefined Type,,,,,
Parachèvement des murs,Informations alphanumériques,Niveau objet,PDE,,Type IFC,IfcCoveringType.PredefinedType,Type IFC Predefined Type,,,,,
Parachèvement des murs,Informations alphanumériques,Niveau objet,EXE,,Type IFC,IfcCoveringType.PredefinedType,Type IFC Predefined Type,,,,,
Parachèvement des murs,Informations alphanumériques,Niveau objet,EXP,,Type IFC,IfcCoveringType.PredefinedType,Type IFC Predefined Type,,,,,
Parachèvement des murs,Informations alphanumériques,Niveau objet,APD,,Type IFC personnalisé,IfcObject.ObjectType,Objecttype,,,,,
Parachèvement des murs,Informations alphanumériques,Niveau objet,PDE,,Type IFC personnalisé,IfcObject.ObjectType,Objecttype,,,,,
Parachèvement des murs,Informations alphanumériques,Niveau objet,EXE,,Type IFC personnalisé,IfcObject.ObjectType,Objecttype,,,,,
Parachèvement des murs,Informations alphanumériques,Niveau objet,EXP,,Type IFC personnalisé,IfcObject.ObjectType,Objecttype,,,,,
Parachèvement des murs,Informations alphanumériques,Niveau objet,APS,,Nom objet,IfcRoot.Name,IfcName,,,,,
Parachèvement des murs,Informations alphanumériques,Niveau objet,APD,,Nom objet,IfcRoot.Name,IfcName,,,,,
Parachèvement des murs,Informations alphanumériques,Niveau objet,PDE,,Nom objet,IfcRoot.Name,IfcName,,,,,
Parachèvement des murs,Informations alphanumériques,Niveau objet,EXE,,Nom objet,IfcRoot.Name,IfcName,,,,,
Parachèvement des murs,Informations alphanumériques,Niveau objet,EXP,,Nom objet,IfcRoot.Name,IfcName,,,,,
Parachèvement des murs,Informations alphanumériques,Niveau objet,APS,,Statut,ePset_CoveringCommon.Status,Phase Created,,,,,
Parachèvement des murs,Informations alphanumériques,Niveau objet,APD,,Statut,ePset_CoveringCommon.Status,Phase Created,,,,,
Parachèvement des murs,Informations alphanumériques,Niveau objet,PDE,,Statut,ePset_CoveringCommon.Status,Phase Created,,,,,
Parachèvement des murs,Informations alphanumériques,Niveau objet,EXE,,Statut,ePset_CoveringCommon.Status,Phase Created,,,,,
Parachèvement des murs,Informations alphanumériques,Niveau objet,EXP,,Statut,ePset_CoveringCommon.Status,Phase Created,,,,,
Parachèvement des murs,Informations alphanumériques,Niveau matériau,APD,,Materiau,IfcMaterial,[not manageable],,,,,
Parachèvement des murs,Informations alphanumériques,Niveau matériau,PDE,,Materiau,IfcMaterial,[not manageable],,,,,
Parachèvement des murs,Informations alphanumériques,Niveau matériau,EXE,,Materiau,IfcMaterial,[not manageable],,,,,
Parachèvement des murs,Informations alphanumériques,Niveau matériau,EXP,,Materiau,IfcMaterial,[not manageable],,,,,
Parachèvement des murs,Documentation,Descriptifs,APS,Principe constructif,,,,,,,,
Parachèvement des murs,Documentation,Descriptifs,APD,Principe constructif,,,,,,,,
Parachèvement des murs,Documentation,Maintenance et fiches techniques,EXE,Fiche technique,,,,,,,,
Parachèvement des murs,Documentation,Maintenance et fiches techniques,EXP,Fiche technique,,,,,,,,
Parachèvement des murs,Documentation,Plans et schémas,PDE,Plan des percements,,,,,,,,
Parachèvement des murs,Documentation,Plans et schémas,EXE,Plan des percements,,,,,,,,
Parachèvement des murs,Documentation,Plans et schémas,EXP,Plan des percements,,,,,,,,
Parachèvement des murs,Documentation,Plans et schémas,PDE,Plan éléments spécifiques,,,,,,,,
Parachèvement des murs,Documentation,Plans et schémas,EXE,Plan éléments spécifiques,,,,,,,,
Parachèvement des murs,Documentation,Plans et schémas,EXP,Plan éléments spécifiques,,,,,,,,
Parachèvement des murs,Documentation,Plans et schémas,EXE,Déclaration de performance environnementale,,,,,,,,
Parachèvement des murs,Classification,,Toutes,,,,,,,,Uniformat II 2010,B2010.10 - Exterior Wall Veneer
Parachèvement des murs,Classification,,Toutes,,,,,,,,Uniformat II 2010,C2010 - Wall finishing
Parachèvement des plafonds,Classe et type IFC,,Toutes,,,,,Finition de plafond,IfcCovering.CEILING,Ceilings,,
Parachèvement des plafonds,Classe et type IFC,,Toutes,,,,,Plaque de plâtre,IfcCovering.CEILING,Ceilings,,
Parachèvement des plafonds,Classe et type IFC,,Toutes,,,,,Carrelage,IfcCovering.CEILING,Ceilings,,
Parachèvement des plafonds,Classe et type IFC,,Toutes,,,,,"Revêtement en pierre (marbre, granit,etc.)",IfcCovering.CEILING,Ceilings,,
Parachèvement des plafonds,Classe et type IFC,,Toutes,,,,,"Bardage (métallique, cassette, pierre,etc.)",IfcCovering.CEILING,Ceilings,,
Parachèvement des plafonds,Classe et type IFC,,Toutes,,,,,"Enduit (plâtre, argile, chaux, ciment,etc.)",IfcCovering.CEILING,Ceilings,,
Parachèvement des plafonds,Classe et type IFC,,Toutes,,,,,Bac métallique,IfcCovering.CEILING,Ceilings,,
Parachèvement des plafonds,Classe et type IFC,,Toutes,,,,,Bac acier,IfcCovering.CEILING,Ceilings,,
Parachèvement des plafonds,Classe et type IFC,,Toutes,,,,,Panneau sandwich,IfcCovering.CEILING,Ceilings,,
Parachèvement des plafonds,Classe et type IFC,,Toutes,,,,,Lattage,IfcCovering.CLADDING,Ceilings,,
